respondent_id,h1n1_vaccine,seasonal_vaccine
38317,0.06,0.09
38318,0.19,0.95
38319,0.32,0.58
38320,0.19,0.55
38321,0.39,0.54
38322,0.14,0.37
38323,0.26,0.27
38324,0.75,0.88
38325,0.66,0.83
38326,0.03,0.11
38327,0.28,0.34
38328,0.58,0.62
38329,0.19,0.80
38330,0.53,0.73
38331,0.06,0.32
38332,0.16,0.56
38333,0.19,0.11
38334,0.39,0.33
38335,0.31,0.44
38336,0.18,0.86
38337,0.58,0.83
38338,0.66,0.84
38339,0.77,0.79
38340,0.16,0.62
38341,0.57,0.68
38342,0.58,0.57
38343,0.44,0.70
38344,0.13,0.71
38345,0.39,0.28
38346,0.06,0.09
38347,0.91,0.95
38348,0.05,0.12
38349,0.08,0.10
38350,0.63,0.81
38351,0.08,0.26
38352,0.13,0.19
38353,0.53,0.76
38354,0.41,0.65
38355,0.40,0.86
38356,0.25,0.52
38357,0.92,0.95
38358,0.52,0.37
38359,0.05,0.15
38360,0.21,0.13
38361,0.44,0.26
38362,0.16,0.09
38363,0.14,0.76
38364,0.05,0.26
38365,0.74,0.94
38366,0.36,0.48
38367,0.44,0.60
38368,0.08,0.08
38369,0.58,0.84
38370,0.19,0.39
38371,0.10,0.23
38372,0.57,0.45
38373,0.34,0.45
38374,0.44,0.42
38375,0.26,0.60
38376,0.28,0.41
38377,0.41,0.50
38378,0.08,0.06
38379,0.16,0.79
38380,0.28,0.67
38381,0.35,0.36
38382,0.08,0.53
38383,0.06,0.13
38384,0.29,0.39
38385,0.07,0.05
38386,0.81,0.90
38387,0.11,0.58
38388,0.15,0.55
38389,0.39,0.50
38390,0.11,0.05
38391,0.93,0.92
38392,0.37,0.72
38393,0.79,0.85
38394,0.51,0.87
38395,0.15,0.32
38396,0.34,0.35
38397,0.94,0.89
38398,0.19,0.19
38399,0.11,0.29
38400,0.61,0.84
38401,0.33,0.48
38402,0.16,0.16
38403,0.29,0.46
38404,0.27,0.28
38405,0.54,0.74
38406,0.28,0.21
38407,0.46,0.54
38408,0.09,0.07
38409,0.10,0.38
38410,0.04,0.26
38411,0.75,0.85
38412,0.34,0.88
38413,0.36,0.36
38414,0.58,0.58
38415,0.04,0.14
38416,0.17,0.84
38417,0.17,0.17
38418,0.06,0.12
38419,0.61,0.68
38420,0.07,0.10
38421,0.35,0.39
38422,0.50,0.45
38423,0.33,0.79
38424,0.07,0.11
38425,0.40,0.78
38426,0.05,0.41
38427,0.06,0.17
38428,0.37,0.64
38429,0.46,0.73
38430,0.11,0.31
38431,0.69,0.75
38432,0.09,0.74
38433,0.60,0.95
38434,0.16,0.34
38435,0.05,0.38
38436,0.33,0.40
38437,0.27,0.58
38438,0.64,0.79
38439,0.19,0.09
38440,0.41,0.76
38441,0.55,0.73
38442,0.14,0.73
38443,0.10,0.13
38444,0.14,0.22
38445,0.38,0.35
38446,0.27,0.47
38447,0.15,0.21
38448,0.19,0.60
38449,0.05,0.14
38450,0.47,0.71
38451,0.12,0.20
38452,0.44,0.47
38453,0.35,0.92
38454,0.46,0.86
38455,0.14,0.32
38456,0.14,0.38
38457,0.60,0.56
38458,0.05,0.04
38459,0.81,0.85
38460,0.11,0.81
38461,0.19,0.57
38462,0.76,0.82
38463,0.80,0.89
38464,0.26,0.70
38465,0.04,0.07
38466,0.07,0.10
38467,0.52,0.73
38468,0.46,0.73
38469,0.17,0.43
38470,0.75,0.92
38471,0.04,0.03
38472,0.14,0.20
38473,0.22,0.13
38474,0.19,0.28
38475,0.10,0.26
38476,0.14,0.08
38477,0.10,0.32
38478,0.55,0.75
38479,0.40,0.57
38480,0.62,0.53
38481,0.15,0.40
38482,0.81,0.85
38483,0.09,0.12
38484,0.10,0.65
38485,0.16,0.63
38486,0.45,0.71
38487,0.20,0.61
38488,0.41,0.43
38489,0.27,0.25
38490,0.12,0.97
38491,0.39,0.75
38492,0.12,0.46
38493,0.08,0.14
38494,0.28,0.92
38495,0.43,0.88
38496,0.22,0.43
38497,0.33,0.59
38498,0.36,0.32
38499,0.07,0.15
38500,0.12,0.24
38501,0.28,0.76
38502,0.18,0.52
38503,0.09,0.64
38504,0.12,0.16
38505,0.16,0.41
38506,0.13,0.90
38507,0.84,0.90
38508,0.12,0.08
38509,0.16,0.17
38510,0.78,0.71
38511,0.26,0.91
38512,0.79,0.86
38513,0.11,0.39
38514,0.13,0.31
38515,0.14,0.68
38516,0.28,0.55
38517,0.65,0.61
38518,0.60,0.84
38519,0.12,0.11
38520,0.27,0.59
38521,0.31,0.70
38522,0.18,0.58
38523,0.09,0.33
38524,0.11,0.64
38525,0.46,0.66
38526,0.59,0.74
38527,0.19,0.18
38528,0.21,0.85
38529,0.07,0.12
38530,0.09,0.12
38531,0.26,0.74
38532,0.68,0.78
38533,0.12,0.20
38534,0.10,0.19
38535,0.17,0.71
38536,0.18,0.54
38537,0.88,0.93
38538,0.90,0.91
38539,0.13,0.77
38540,0.58,0.70
38541,0.37,0.55
38542,0.10,0.16
38543,0.49,0.70
38544,0.37,0.35
38545,0.58,0.84
38546,0.11,0.42
38547,0.10,0.75
38548,0.13,0.18
38549,0.17,0.45
38550,0.09,0.50
38551,0.56,0.53
38552,0.38,0.58
38553,0.47,0.50
38554,0.43,0.73
38555,0.08,0.38
38556,0.06,0.09
38557,0.09,0.15
38558,0.18,0.11
38559,0.09,0.49
38560,0.04,0.08
38561,0.72,0.86
38562,0.79,0.95
38563,0.14,0.08
38564,0.25,0.88
38565,0.50,0.55
38566,0.11,0.15
38567,0.55,0.78
38568,0.33,0.41
38569,0.05,0.18
38570,0.78,0.94
38571,0.12,0.64
38572,0.31,0.51
38573,0.08,0.08
38574,0.06,0.14
38575,0.28,0.44
38576,0.05,0.17
38577,0.11,0.44
38578,0.33,0.51
38579,0.09,0.69
38580,0.23,0.34
38581,0.53,0.79
38582,0.73,0.79
38583,0.11,0.59
38584,0.33,0.52
38585,0.41,0.51
38586,0.08,0.12
38587,0.13,0.21
38588,0.11,0.61
38589,0.10,0.16
38590,0.16,0.65
38591,0.10,0.54
38592,0.39,0.55
38593,0.46,0.76
38594,0.09,0.08
38595,0.07,0.15
38596,0.38,0.81
38597,0.33,0.27
38598,0.34,0.53
38599,0.12,0.53
38600,0.10,0.09
38601,0.21,0.36
38602,0.48,0.88
38603,0.08,0.18
38604,0.74,0.84
38605,0.14,0.32
38606,0.27,0.25
38607,0.40,0.71
38608,0.25,0.22
38609,0.30,0.27
38610,0.08,0.67
38611,0.14,0.70
38612,0.49,0.76
38613,0.25,0.34
38614,0.03,0.09
38615,0.07,0.13
38616,0.09,0.14
38617,0.37,0.27
38618,0.43,0.69
38619,0.14,0.19
38620,0.26,0.84
38621,0.77,0.85
38622,0.08,0.20
38623,0.12,0.23
38624,0.06,0.10
38625,0.08,0.15
38626,0.77,0.85
38627,0.87,0.93
38628,0.34,0.15
38629,0.59,0.75
38630,0.25,0.86
38631,0.11,0.52
38632,0.33,0.80
38633,0.22,0.30
38634,0.11,0.13
38635,0.15,0.58
38636,0.36,0.90
38637,0.23,0.39
38638,0.08,0.06
38639,0.58,0.70
38640,0.07,0.12
38641,0.39,0.58
38642,0.01,0.09
38643,0.41,0.41
38644,0.10,0.48
38645,0.52,0.62
38646,0.72,0.59
38647,0.12,0.15
38648,0.56,0.76
38649,0.48,0.64
38650,0.15,0.17
38651,0.06,0.13
38652,0.51,0.76
38653,0.04,0.07
38654,0.06,0.20
38655,0.30,0.50
38656,0.11,0.24
38657,0.26,0.15
38658,0.14,0.87
38659,0.07,0.07
38660,0.73,0.86
38661,0.12,0.27
38662,0.11,0.14
38663,0.32,0.33
38664,0.74,0.73
38665,0.14,0.45
38666,0.08,0.38
38667,0.40,0.50
38668,0.14,0.96
38669,0.15,0.25
38670,0.31,0.37
38671,0.09,0.19
38672,0.16,0.45
38673,0.34,0.61
38674,0.50,0.84
38675,0.16,0.70
38676,0.17,0.22
38677,0.13,0.44
38678,0.57,0.75
38679,0.45,0.72
38680,0.18,0.22
38681,0.07,0.07
38682,0.57,0.65
38683,0.54,0.82
38684,0.16,0.89
38685,0.23,0.55
38686,0.31,0.59
38687,0.14,0.18
38688,0.41,0.48
38689,0.12,0.80
38690,0.12,0.23
38691,0.12,0.18
38692,0.12,0.37
38693,0.11,0.40
38694,0.13,0.24
38695,0.22,0.49
38696,0.14,0.11
38697,0.32,0.59
38698,0.25,0.69
38699,0.45,0.79
38700,0.13,0.88
38701,0.30,0.62
38702,0.09,0.18
38703,0.17,0.68
38704,0.71,0.68
38705,0.33,0.74
38706,0.17,0.38
38707,0.18,0.73
38708,0.52,0.54
38709,0.38,0.61
38710,0.18,0.47
38711,0.52,0.84
38712,0.49,0.82
38713,0.26,0.84
38714,0.02,0.05
38715,0.33,0.50
38716,0.08,0.06
38717,0.14,0.12
38718,0.14,0.15
38719,0.04,0.08
38720,0.07,0.12
38721,0.06,0.12
38722,0.14,0.07
38723,0.31,0.27
38724,0.11,0.27
38725,0.09,0.16
38726,0.46,0.65
38727,0.46,0.77
38728,0.15,0.21
38729,0.13,0.83
38730,0.12,0.14
38731,0.08,0.16
38732,0.12,0.82
38733,0.16,0.48
38734,0.13,0.29
38735,0.92,0.80
38736,0.02,0.05
38737,0.22,0.33
38738,0.24,0.20
38739,0.29,0.33
38740,0.11,0.19
38741,0.08,0.39
38742,0.30,0.55
38743,0.12,0.79
38744,0.47,0.62
38745,0.20,0.19
38746,0.14,0.63
38747,0.28,0.24
38748,0.77,0.78
38749,0.37,0.34
38750,0.12,0.47
38751,0.20,0.19
38752,0.05,0.09
38753,0.40,0.82
38754,0.07,0.07
38755,0.48,0.82
38756,0.07,0.18
38757,0.24,0.77
38758,0.04,0.22
38759,0.45,0.70
38760,0.05,0.09
38761,0.02,0.35
38762,0.61,0.82
38763,0.12,0.33
38764,0.07,0.13
38765,0.10,0.17
38766,0.19,0.43
38767,0.76,0.94
38768,0.61,0.84
38769,0.22,0.35
38770,0.07,0.12
38771,0.14,0.21
38772,0.26,0.48
38773,0.38,0.32
38774,0.26,0.80
38775,0.52,0.55
38776,0.18,0.42
38777,0.23,0.22
38778,0.22,0.33
38779,0.01,0.05
38780,0.54,0.51
38781,0.31,0.53
38782,0.08,0.15
38783,0.24,0.37
38784,0.60,0.72
38785,0.24,0.83
38786,0.13,0.31
38787,0.48,0.71
38788,0.20,0.24
38789,0.49,0.85
38790,0.21,0.35
38791,0.24,0.22
38792,0.41,0.76
38793,0.39,0.85
38794,0.11,0.36
38795,0.35,0.20
38796,0.52,0.80
38797,0.11,0.35
38798,0.13,0.69
38799,0.08,0.71
38800,0.23,0.19
38801,0.11,0.24
38802,0.14,0.55
38803,0.22,0.69
38804,0.44,0.51
38805,0.56,0.83
38806,0.93,0.89
38807,0.02,0.06
38808,0.15,0.10
38809,0.45,0.41
38810,0.22,0.77
38811,0.07,0.48
38812,0.26,0.56
38813,0.25,0.20
38814,0.43,0.71
38815,0.10,0.13
38816,0.20,0.81
38817,0.29,0.40
38818,0.62,0.56
38819,0.11,0.25
38820,0.08,0.24
38821,0.13,0.15
38822,0.15,0.76
38823,0.11,0.10
38824,0.30,0.35
38825,0.44,0.55
38826,0.25,0.72
38827,0.26,0.25
38828,0.15,0.59
38829,0.15,0.28
38830,0.24,0.89
38831,0.10,0.12
38832,0.36,0.22
38833,0.07,0.24
38834,0.04,0.12
38835,0.18,0.39
38836,0.14,0.26
38837,0.54,0.71
38838,0.11,0.09
38839,0.13,0.38
38840,0.07,0.61
38841,0.04,0.11
38842,0.86,0.96
38843,0.09,0.64
38844,0.19,0.20
38845,0.11,0.36
38846,0.14,0.82
38847,0.21,0.30
38848,0.30,0.77
38849,0.42,0.62
38850,0.23,0.72
38851,0.28,0.78
38852,0.07,0.57
38853,0.09,0.09
38854,0.37,0.60
38855,0.14,0.73
38856,0.17,0.26
38857,0.08,0.14
38858,0.27,0.72
38859,0.20,0.29
38860,0.05,0.07
38861,0.06,0.16
38862,0.18,0.83
38863,0.21,0.14
38864,0.28,0.83
38865,0.06,0.09
38866,0.10,0.12
38867,0.13,0.31
38868,0.22,0.17
38869,0.21,0.48
38870,0.45,0.65
38871,0.05,0.10
38872,0.11,0.31
38873,0.03,0.04
38874,0.32,0.61
38875,0.52,0.69
38876,0.26,0.15
38877,0.10,0.13
38878,0.17,0.59
38879,0.33,0.58
38880,0.51,0.82
38881,0.43,0.40
38882,0.36,0.68
38883,0.22,0.26
38884,0.28,0.83
38885,0.09,0.22
38886,0.18,0.20
38887,0.11,0.81
38888,0.28,0.65
38889,0.33,0.86
38890,0.63,0.55
38891,0.56,0.70
38892,0.33,0.88
38893,0.76,0.93
38894,0.74,0.94
38895,0.84,0.93
38896,0.05,0.20
38897,0.32,0.38
38898,0.92,0.79
38899,0.14,0.17
38900,0.77,0.86
38901,0.20,0.52
38902,0.26,0.14
38903,0.80,0.92
38904,0.08,0.07
38905,0.21,0.34
38906,0.39,0.71
38907,0.48,0.61
38908,0.05,0.10
38909,0.16,0.21
38910,0.14,0.30
38911,0.28,0.19
38912,0.22,0.87
38913,0.40,0.56
38914,0.26,0.33
38915,0.20,0.71
38916,0.54,0.66
38917,0.28,0.29
38918,0.17,0.30
38919,0.45,0.67
38920,0.17,0.92
38921,0.21,0.30
38922,0.13,0.22
38923,0.23,0.53
38924,0.17,0.29
38925,0.62,0.71
38926,0.30,0.35
38927,0.04,0.07
38928,0.18,0.30
38929,0.26,0.82
38930,0.04,0.05
38931,0.21,0.36
38932,0.79,0.66
38933,0.14,0.31
38934,0.10,0.36
38935,0.45,0.63
38936,0.43,0.64
38937,0.37,0.25
38938,0.36,0.49
38939,0.77,0.70
38940,0.49,0.81
38941,0.08,0.12
38942,0.02,0.05
38943,0.62,0.56
38944,0.75,0.82
38945,0.11,0.44
38946,0.69,0.74
38947,0.24,0.81
38948,0.51,0.64
38949,0.20,0.18
38950,0.20,0.28
38951,0.34,0.86
38952,0.11,0.46
38953,0.07,0.69
38954,0.73,0.68
38955,0.42,0.56
38956,0.26,0.76
38957,0.08,0.19
38958,0.03,0.08
38959,0.10,0.19
38960,0.12,0.26
38961,0.09,0.46
38962,0.11,0.19
38963,0.19,0.64
38964,0.11,0.16
38965,0.31,0.20
38966,0.08,0.18
38967,0.05,0.13
38968,0.07,0.88
38969,0.61,0.87
38970,0.16,0.12
38971,0.45,0.84
38972,0.13,0.29
38973,0.26,0.74
38974,0.87,0.90
38975,0.12,0.51
38976,0.78,0.79
38977,0.11,0.29
38978,0.11,0.11
38979,0.16,0.63
38980,0.25,0.58
38981,0.07,0.11
38982,0.45,0.51
38983,0.14,0.17
38984,0.44,0.47
38985,0.23,0.72
38986,0.37,0.70
38987,0.07,0.49
38988,0.53,0.99
38989,0.25,0.85
38990,0.08,0.29
38991,0.21,0.51
38992,0.32,0.60
38993,0.58,0.18
38994,0.17,0.50
38995,0.17,0.63
38996,0.20,0.90
38997,0.03,0.06
38998,0.26,0.30
38999,0.05,0.12
39000,0.47,0.77
39001,0.24,0.42
39002,0.04,0.24
39003,0.73,0.86
39004,0.53,0.73
39005,0.14,0.31
39006,0.64,0.65
39007,0.05,0.09
39008,0.14,0.22
39009,0.24,0.75
39010,0.73,0.79
39011,0.13,0.24
39012,0.03,0.06
39013,0.61,0.88
39014,0.35,0.20
39015,0.18,0.71
39016,0.40,0.23
39017,0.09,0.16
39018,0.64,0.88
39019,0.36,0.70
39020,0.18,0.87
39021,0.13,0.16
39022,0.43,0.80
39023,0.80,0.88
39024,0.46,0.54
39025,0.05,0.12
39026,0.15,0.28
39027,0.12,0.60
39028,0.62,0.82
39029,0.06,0.10
39030,0.27,0.40
39031,0.15,0.21
39032,0.06,0.12
39033,0.09,0.06
39034,0.27,0.45
39035,0.15,0.24
39036,0.21,0.27
39037,0.34,0.27
39038,0.07,0.49
39039,0.17,0.12
39040,0.25,0.54
39041,0.07,0.20
39042,0.19,0.68
39043,0.07,0.14
39044,0.97,0.98
39045,0.13,0.75
39046,0.07,0.03
39047,0.21,0.27
39048,0.51,0.74
39049,0.32,0.41
39050,0.09,0.71
39051,0.08,0.24
39052,0.84,0.84
39053,0.52,0.55
39054,0.09,0.23
39055,0.20,0.36
39056,0.04,0.09
39057,0.14,0.24
39058,0.19,0.15
39059,0.04,0.06
39060,0.31,0.61
39061,0.12,0.41
39062,0.26,0.29
39063,0.32,0.65
39064,0.32,0.29
39065,0.39,0.54
39066,0.16,0.68
39067,0.42,0.83
39068,0.06,0.33
39069,0.11,0.36
39070,0.14,0.70
39071,0.34,0.50
39072,0.07,0.09
39073,0.49,0.55
39074,0.33,0.71
39075,0.25,0.46
39076,0.05,0.05
39077,0.15,0.73
39078,0.07,0.05
39079,0.12,0.11
39080,0.46,0.77
39081,0.17,0.14
39082,0.14,0.09
39083,0.13,0.18
39084,0.69,0.89
39085,0.39,0.74
39086,0.08,0.07
39087,0.45,0.51
39088,0.81,0.86
39089,0.24,0.46
39090,0.63,0.69
39091,0.34,0.83
39092,0.56,0.39
39093,0.61,0.49
39094,0.10,0.33
39095,0.49,0.50
39096,0.07,0.17
39097,0.27,0.70
39098,0.06,0.16
39099,0.45,0.55
39100,0.59,0.75
39101,0.10,0.76
39102,0.05,0.26
39103,0.12,0.19
39104,0.28,0.25
39105,0.44,0.44
39106,0.08,0.68
39107,0.40,0.65
39108,0.52,0.33
39109,0.26,0.85
39110,0.11,0.81
39111,0.26,0.64
39112,0.22,0.51
39113,0.26,0.69
39114,0.33,0.50
39115,0.11,0.18
39116,0.06,0.21
39117,0.27,0.48
39118,0.10,0.21
39119,0.68,0.74
39120,0.68,0.91
39121,0.09,0.29
39122,0.13,0.09
39123,0.30,0.80
39124,0.32,0.72
39125,0.08,0.37
39126,0.14,0.28
39127,0.90,0.89
39128,0.08,0.43
39129,0.10,0.13
39130,0.55,0.82
39131,0.57,0.90
39132,0.18,0.82
39133,0.06,0.07
39134,0.18,0.38
39135,0.26,0.52
39136,0.28,0.53
39137,0.15,0.85
39138,0.22,0.50
39139,0.11,0.45
39140,0.73,0.86
39141,0.44,0.40
39142,0.25,0.61
39143,0.10,0.26
39144,0.17,0.43
39145,0.78,0.85
39146,0.23,0.20
39147,0.07,0.44
39148,0.23,0.37
39149,0.39,0.48
39150,0.10,0.09
39151,0.11,0.16
39152,0.29,0.64
39153,0.14,0.42
39154,0.08,0.11
39155,0.62,0.71
39156,0.61,0.87
39157,0.16,0.30
39158,0.13,0.43
39159,0.02,0.09
39160,0.15,0.55
39161,0.26,0.63
39162,0.30,0.22
39163,0.32,0.89
39164,0.31,0.31
39165,0.47,0.84
39166,0.15,0.77
39167,0.09,0.45
39168,0.15,0.17
39169,0.07,0.29
39170,0.45,0.60
39171,0.15,0.27
39172,0.71,0.79
39173,0.13,0.27
39174,0.09,0.86
39175,0.17,0.26
39176,0.43,0.60
39177,0.08,0.68
39178,0.18,0.59
39179,0.10,0.39
39180,0.49,0.76
39181,0.35,0.52
39182,0.15,0.19
39183,0.64,0.82
39184,0.21,0.28
39185,0.39,0.60
39186,0.17,0.75
39187,0.06,0.41
39188,0.56,0.70
39189,0.04,0.13
39190,0.25,0.18
39191,0.59,0.42
39192,0.42,0.61
39193,0.28,0.37
39194,0.38,0.36
39195,0.08,0.10
39196,0.31,0.59
39197,0.47,0.51
39198,0.40,0.68
39199,0.33,0.20
39200,0.02,0.15
39201,0.36,0.84
39202,0.09,0.15
39203,0.32,0.64
39204,0.17,0.56
39205,0.03,0.24
39206,0.87,0.91
39207,0.62,0.85
39208,0.40,0.43
39209,0.10,0.73
39210,0.17,0.25
39211,0.04,0.06
39212,0.08,0.13
39213,0.31,0.54
39214,0.50,0.81
39215,0.45,0.85
39216,0.05,0.09
39217,0.11,0.52
39218,0.19,0.92
39219,0.22,0.39
39220,0.29,0.43
39221,0.85,0.95
39222,0.77,0.78
39223,0.10,0.12
39224,0.17,0.32
39225,0.62,0.54
39226,0.35,0.65
39227,0.11,0.10
39228,0.13,0.17
39229,0.37,0.81
39230,0.12,0.10
39231,0.10,0.54
39232,0.83,0.85
39233,0.36,0.60
39234,0.18,0.82
39235,0.07,0.39
39236,0.06,0.12
39237,0.18,0.28
39238,0.58,0.57
39239,0.06,0.07
39240,0.12,0.18
39241,0.90,0.87
39242,0.19,0.19
39243,0.41,0.54
39244,0.16,0.25
39245,0.07,0.06
39246,0.18,0.28
39247,0.52,0.80
39248,0.36,0.67
39249,0.47,0.58
39250,0.20,0.33
39251,0.59,0.68
39252,0.09,0.27
39253,0.09,0.19
39254,0.43,0.24
39255,0.06,0.33
39256,0.45,0.58
39257,0.13,0.16
39258,0.56,0.83
39259,0.13,0.30
39260,0.14,0.12
39261,0.07,0.10
39262,0.73,0.92
39263,0.03,0.13
39264,0.18,0.16
39265,0.13,0.86
39266,0.17,0.36
39267,0.02,0.19
39268,0.08,0.66
39269,0.17,0.49
39270,0.07,0.06
39271,0.10,0.68
39272,0.12,0.29
39273,0.25,0.42
39274,0.13,0.24
39275,0.17,0.76
39276,0.26,0.93
39277,0.04,0.09
39278,0.57,0.69
39279,0.20,0.67
39280,0.39,0.72
39281,0.27,0.63
39282,0.13,0.61
39283,0.70,0.87
39284,0.07,0.14
39285,0.18,0.20
39286,0.32,0.52
39287,0.15,0.92
39288,0.04,0.25
39289,0.19,0.68
39290,0.29,0.39
39291,0.18,0.39
39292,0.08,0.07
39293,0.61,0.70
39294,0.03,0.04
39295,0.04,0.34
39296,0.65,0.85
39297,0.07,0.10
39298,0.07,0.40
39299,0.35,0.73
39300,0.20,0.22
39301,0.20,0.68
39302,0.28,0.43
39303,0.06,0.39
39304,0.34,0.59
39305,0.16,0.34
39306,0.10,0.26
39307,0.07,0.23
39308,0.75,0.92
39309,0.80,0.90
39310,0.11,0.13
39311,0.43,0.89
39312,0.23,0.23
39313,0.26,0.71
39314,0.72,0.62
39315,0.41,0.86
39316,0.12,0.09
39317,0.13,0.74
39318,0.12,0.09
39319,0.15,0.84
39320,0.50,0.63
39321,0.07,0.14
39322,0.11,0.28
39323,0.15,0.12
39324,0.16,0.47
39325,0.30,0.51
39326,0.46,0.61
39327,0.11,0.21
39328,0.47,0.56
39329,0.52,0.57
39330,0.13,0.11
39331,0.02,0.10
39332,0.12,0.18
39333,0.24,0.38
39334,0.13,0.81
39335,0.10,0.04
39336,0.03,0.26
39337,0.31,0.35
39338,0.25,0.61
39339,0.15,0.10
39340,0.08,0.31
39341,0.16,0.12
39342,0.32,0.42
39343,0.41,0.75
39344,0.22,0.72
39345,0.17,0.58
39346,0.61,0.69
39347,0.58,0.70
39348,0.26,0.39
39349,0.13,0.72
39350,0.84,0.80
39351,0.13,0.63
39352,0.10,0.37
39353,0.45,0.83
39354,0.62,0.70
39355,0.58,0.87
39356,0.07,0.17
39357,0.12,0.05
39358,0.31,0.39
39359,0.29,0.75
39360,0.20,0.64
39361,0.52,0.87
39362,0.07,0.16
39363,0.16,0.32
39364,0.48,0.85
39365,0.04,0.26
39366,0.34,0.62
39367,0.12,0.77
39368,0.36,0.38
39369,0.22,0.20
39370,0.15,0.87
39371,0.42,0.31
39372,0.64,0.84
39373,0.09,0.30
39374,0.72,0.95
39375,0.08,0.17
39376,0.71,0.82
39377,0.26,0.56
39378,0.21,0.35
39379,0.76,0.53
39380,0.10,0.12
39381,0.07,0.19
39382,0.07,0.24
39383,0.06,0.06
39384,0.48,0.83
39385,0.05,0.04
39386,0.47,0.24
39387,0.08,0.19
39388,0.69,0.87
39389,0.40,0.31
39390,0.74,0.55
39391,0.64,0.55
39392,0.60,0.76
39393,0.68,0.75
39394,0.31,0.69
39395,0.49,0.40
39396,0.16,0.55
39397,0.09,0.11
39398,0.22,0.44
39399,0.42,0.32
39400,0.15,0.70
39401,0.30,0.54
39402,0.90,0.69
39403,0.21,0.81
39404,0.23,0.40
39405,0.07,0.20
39406,0.20,0.39
39407,0.22,0.87
39408,0.06,0.07
39409,0.04,0.08
39410,0.10,0.63
39411,0.35,0.56
39412,0.13,0.26
39413,0.37,0.50
39414,0.16,0.81
39415,0.16,0.29
39416,0.27,0.25
39417,0.78,0.76
39418,0.47,0.33
39419,0.10,0.39
39420,0.20,0.06
39421,0.08,0.11
39422,0.50,0.39
39423,0.29,0.84
39424,0.09,0.15
39425,0.48,0.58
39426,0.15,0.18
39427,0.20,0.78
39428,0.74,0.81
39429,0.29,0.72
39430,0.30,0.29
39431,0.23,0.15
39432,0.48,0.60
39433,0.10,0.21
39434,0.13,0.46
39435,0.27,0.46
39436,0.46,0.73
39437,0.21,0.84
39438,0.77,0.88
39439,0.27,0.23
39440,0.88,0.96
39441,0.04,0.14
39442,0.53,0.78
39443,0.89,0.90
39444,0.33,0.38
39445,0.14,0.33
39446,0.04,0.10
39447,0.42,0.62
39448,0.12,0.11
39449,0.38,0.78
39450,0.34,0.54
39451,0.15,0.43
39452,0.16,0.31
39453,0.26,0.31
39454,0.32,0.78
39455,0.12,0.18
39456,0.07,0.15
39457,0.14,0.27
39458,0.36,0.83
39459,0.16,0.73
39460,0.48,0.16
39461,0.25,0.47
39462,0.64,0.83
39463,0.19,0.34
39464,0.07,0.48
39465,0.04,0.14
39466,0.08,0.23
39467,0.26,0.76
39468,0.20,0.40
39469,0.07,0.16
39470,0.26,0.47
39471,0.07,0.07
39472,0.41,0.47
39473,0.31,0.40
39474,0.39,0.53
39475,0.34,0.73
39476,0.29,0.41
39477,0.09,0.15
39478,0.17,0.31
39479,0.36,0.42
39480,0.08,0.15
39481,0.19,0.74
39482,0.12,0.88
39483,0.12,0.18
39484,0.09,0.09
39485,0.12,0.57
39486,0.22,0.56
39487,0.08,0.74
39488,0.32,0.51
39489,0.35,0.51
39490,0.66,0.82
39491,0.05,0.07
39492,0.77,0.88
39493,0.19,0.49
39494,0.09,0.60
39495,0.24,0.24
39496,0.54,0.70
39497,0.69,0.59
39498,0.45,0.25
39499,0.47,0.71
39500,0.29,0.58
39501,0.08,0.24
39502,0.66,0.79
39503,0.24,0.75
39504,0.04,0.09
39505,0.20,0.11
39506,0.53,0.79
39507,0.51,0.73
39508,0.09,0.44
39509,0.11,0.41
39510,0.10,0.13
39511,0.34,0.33
39512,0.16,0.17
39513,0.17,0.51
39514,0.66,0.31
39515,0.43,0.51
39516,0.05,0.17
39517,0.16,0.53
39518,0.35,0.61
39519,0.10,0.21
39520,0.24,0.58
39521,0.10,0.13
39522,0.13,0.45
39523,0.09,0.19
39524,0.20,0.85
39525,0.11,0.64
39526,0.07,0.11
39527,0.10,0.16
39528,0.09,0.18
39529,0.38,0.50
39530,0.16,0.55
39531,0.41,0.86
39532,0.46,0.76
39533,0.06,0.07
39534,0.20,0.71
39535,0.11,0.82
39536,0.06,0.11
39537,0.23,0.61
39538,0.07,0.52
39539,0.92,0.77
39540,0.46,0.73
39541,0.05,0.11
39542,0.11,0.19
39543,0.23,0.37
39544,0.23,0.42
39545,0.01,0.02
39546,0.22,0.18
39547,0.23,0.74
39548,0.20,0.29
39549,0.13,0.94
39550,0.11,0.67
39551,0.18,0.33
39552,0.40,0.43
39553,0.23,0.33
39554,0.32,0.68
39555,0.14,0.51
39556,0.58,0.90
39557,0.15,0.16
39558,0.20,0.60
39559,0.06,0.17
39560,0.04,0.11
39561,0.30,0.53
39562,0.13,0.16
39563,0.12,0.67
39564,0.36,0.84
39565,0.15,0.74
39566,0.28,0.55
39567,0.50,0.68
39568,0.24,0.70
39569,0.08,0.15
39570,0.21,0.46
39571,0.64,0.78
39572,0.26,0.44
39573,0.19,0.25
39574,0.45,0.68
39575,0.41,0.58
39576,0.54,0.30
39577,0.18,0.29
39578,0.29,0.19
39579,0.34,0.72
39580,0.65,0.64
39581,0.38,0.69
39582,0.22,0.78
39583,0.10,0.22
39584,0.49,0.68
39585,0.38,0.84
39586,0.54,0.63
